,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1000906,2015,3,7,6,WN,2175,N938WN,LAS,SNA,1020,1015.0,-5.0,12.0,1027.0,60.0,54.0,38.0,226,1105.0,4.0,1120,1109.0,-11.0,0,0,,,,,,
4681108,2015,10,19,1,DL,2184,N910AT,14730,10397,1659,1656.0,-3.0,16.0,1712.0,91.0,80.0,55.0,321,1807.0,9.0,1830,1816.0,-14.0,0,0,,,,,,
4162520,2015,9,16,3,AA,2006,N700UW,GSO,CLT,1755,1810.0,15.0,17.0,1827.0,65.0,52.0,29.0,83,1856.0,6.0,1900,1902.0,2.0,0,0,,,,,,
207260,2015,1,14,3,WN,4830,N608SW,SMF,SEA,1245,1239.0,-6.0,12.0,1251.0,110.0,100.0,85.0,605,1416.0,3.0,1435,1419.0,-16.0,0,0,,,,,,
2419428,2015,6,3,3,US,1852,N721UW,BOS,CLT,500,456.0,-4.0,11.0,507.0,130.0,129.0,113.0,728,700.0,5.0,710,705.0,-5.0,0,0,,,,,,
2043141,2015,5,10,7,AS,515,N625AS,SNA,SEA,1725,1718.0,-7.0,10.0,1728.0,156.0,151.0,134.0,978,1942.0,7.0,2001,1949.0,-12.0,0,0,,,,,,
1675875,2015,4,17,5,MQ,3027,N698MQ,BWI,ORD,1754,1802.0,8.0,13.0,1815.0,140.0,122.0,100.0,622,1855.0,9.0,1914,1904.0,-10.0,0,0,,,,,,
3835995,2015,8,26,3,EV,2678,N626AE,GRK,DFW,1641,1630.0,-11.0,8.0,1638.0,54.0,64.0,31.0,134,1709.0,25.0,1735,1734.0,-1.0,0,0,,,,,,
3996404,2015,9,5,6,AA,409,N157UW,PHX,PDX,1650,1644.0,-6.0,13.0,1657.0,155.0,156.0,140.0,1009,1917.0,3.0,1925,1920.0,-5.0,0,0,,,,,,
3704547,2015,8,18,2,UA,1722,N15751,LGA,ORD,1500,1502.0,2.0,18.0,1520.0,164.0,132.0,110.0,733,1610.0,4.0,1644,1614.0,-30.0,0,0,,,,,,
1501783,2015,4,7,2,MQ,2983,N923MQ,CWA,ORD,659,651.0,-8.0,11.0,702.0,69.0,78.0,51.0,212,753.0,16.0,808,809.0,1.0,0,0,,,,,,
1192589,2015,3,19,4,WN,3220,N8646B,ISP,PBI,640,638.0,-2.0,19.0,657.0,175.0,169.0,143.0,1052,920.0,7.0,935,927.0,-8.0,0,0,,,,,,
5468894,2015,12,9,3,AA,1729,N187US,CLT,MCO,1120,1120.0,0.0,17.0,1137.0,99.0,103.0,75.0,468,1252.0,11.0,1259,1303.0,4.0,0,0,,,,,,
293082,2015,1,20,2,MQ,3531,N855MQ,RDU,LGA,900,856.0,-4.0,19.0,915.0,96.0,94.0,72.0,431,1027.0,3.0,1036,1030.0,-6.0,0,0,,,,,,
508000,2015,2,3,2,OO,4535,N807SK,LAS,LAX,1418,1447.0,29.0,26.0,1513.0,72.0,74.0,43.0,236,1556.0,5.0,1530,1601.0,31.0,0,0,,2.0,0.0,2.0,27.0,0.0
4788119,2015,10,26,1,AA,1307,N3LFAA,12892,13930,1310,1308.0,-2.0,18.0,1326.0,248.0,240.0,200.0,1744,1846.0,22.0,1918,1908.0,-10.0,0,0,,,,,,
4227739,2015,9,21,1,WN,355,N969WN,TPA,ATL,550,547.0,-3.0,9.0,556.0,100.0,81.0,67.0,406,703.0,5.0,730,708.0,-22.0,0,0,,,,,,
3842602,2015,8,27,4,EV,6021,N17984,ABE,ORD,652,644.0,-8.0,12.0,656.0,127.0,114.0,97.0,654,733.0,5.0,759,738.0,-21.0,0,0,,,,,,
3554704,2015,8,9,7,OO,5455,N962SW,ORD,MKE,1614,1616.0,2.0,27.0,1643.0,52.0,48.0,17.0,67,1700.0,4.0,1706,1704.0,-2.0,0,0,,,,,,
3616074,2015,8,13,4,AA,2499,N3EMAA,ORD,PHL,905,858.0,-7.0,17.0,915.0,130.0,122.0,97.0,678,1152.0,8.0,1215,1200.0,-15.0,0,0,,,,,,
4692883,2015,10,20,2,EV,5199,N919EV,10397,15323,1216,1214.0,-2.0,17.0,1231.0,65.0,63.0,42.0,227,1313.0,4.0,1321,1317.0,-4.0,0,0,,,,,,
3193038,2015,7,19,7,AA,1758,N920US,PHL,MCO,1015,1025.0,10.0,26.0,1051.0,157.0,141.0,107.0,861,1238.0,8.0,1252,1246.0,-6.0,0,0,,,,,,
1407124,2015,4,1,3,UA,1505,N57852,IAH,MCO,845,903.0,18.0,15.0,918.0,131.0,121.0,102.0,854,1200.0,4.0,1156,1204.0,8.0,0,0,,,,,,
3021902,2015,7,9,4,MQ,3558,N652MQ,ABI,DFW,704,654.0,-10.0,8.0,702.0,61.0,50.0,38.0,158,740.0,4.0,805,744.0,-21.0,0,0,,,,,,
4121125,2015,9,14,1,EV,5075,N720EV,ATL,CAE,815,844.0,29.0,12.0,856.0,59.0,46.0,30.0,192,926.0,4.0,914,930.0,16.0,0,0,,0.0,0.0,16.0,0.0,0.0
1270542,2015,3,23,1,DL,2070,N316US,MSP,PHX,1950,2008.0,18.0,19.0,2027.0,202.0,214.0,185.0,1276,2132.0,10.0,2112,2142.0,30.0,0,0,,12.0,0.0,18.0,0.0,0.0
1839554,2015,4,28,2,DL,900,N351NW,BOS,ATL,600,557.0,-3.0,14.0,611.0,179.0,155.0,131.0,946,822.0,10.0,859,832.0,-27.0,0,0,,,,,,
521200,2015,2,4,3,UA,1114,N36444,SAN,EWR,1211,1159.0,-12.0,17.0,1216.0,317.0,304.0,277.0,2425,1953.0,10.0,2028,2003.0,-25.0,0,0,,,,,,
1857191,2015,4,29,3,DL,782,N904DL,MIA,JFK,710,717.0,7.0,31.0,748.0,187.0,174.0,135.0,1089,1003.0,8.0,1017,1011.0,-6.0,0,0,,,,,,
2685825,2015,6,18,4,EV,5997,N15910,ORD,DAY,1914,,,,,68.0,,,240,,,2122,,,0,1,C,,,,,
1454511,2015,4,4,6,US,402,N182UW,ORD,PHL,600,554.0,-6.0,14.0,608.0,119.0,110.0,87.0,678,835.0,9.0,859,844.0,-15.0,0,0,,,,,,
266462,2015,1,18,7,WN,134,N903WN,DEN,STL,1335,1332.0,-3.0,8.0,1340.0,110.0,105.0,93.0,770,1613.0,4.0,1625,1617.0,-8.0,0,0,,,,,,
2258485,2015,5,23,6,MQ,3378,N651MQ,ORD,CWA,2020,2018.0,-2.0,13.0,2031.0,73.0,52.0,37.0,212,2108.0,2.0,2133,2110.0,-23.0,0,0,,,,,,
5665546,2015,12,21,1,F9,667,N223FR,DEN,SFO,2100,119.0,259.0,17.0,136.0,170.0,175.0,150.0,967,306.0,8.0,2250,314.0,264.0,0,0,,185.0,0.0,79.0,0.0,0.0
2007036,2015,5,8,5,OO,4564,N803SK,MSP,MKE,1015,1021.0,6.0,17.0,1038.0,73.0,66.0,44.0,297,1122.0,5.0,1128,1127.0,-1.0,0,0,,,,,,
1400597,2015,3,31,2,DL,2643,N3757D,LAX,LAS,1850,1903.0,13.0,32.0,1935.0,72.0,81.0,44.0,236,2019.0,5.0,2002,2024.0,22.0,0,0,,9.0,0.0,0.0,13.0,0.0
1682964,2015,4,18,6,UA,1725,N73860,SFO,OGG,855,853.0,-2.0,17.0,910.0,322.0,297.0,274.0,2338,1044.0,6.0,1117,1050.0,-27.0,0,0,,,,,,
5632788,2015,12,19,6,WN,2662,N657SW,SFO,SAN,1945,1945.0,0.0,8.0,1953.0,85.0,82.0,69.0,447,2102.0,5.0,2110,2107.0,-3.0,0,0,,,,,,
5281923,2015,11,27,5,DL,2851,N320NB,SNA,MSP,1240,1243.0,3.0,10.0,1253.0,213.0,183.0,165.0,1522,1738.0,8.0,1813,1746.0,-27.0,0,0,,,,,,
2074131,2015,5,12,2,US,1750,N737US,ALB,CLT,1440,1455.0,15.0,11.0,1506.0,131.0,119.0,105.0,646,1651.0,3.0,1651,1654.0,3.0,0,0,,,,,,
799279,2015,2,22,7,WN,1069,N346SW,DAL,AUS,1555,1741.0,106.0,11.0,1752.0,55.0,59.0,44.0,189,1836.0,4.0,1650,1840.0,110.0,0,0,,4.0,0.0,5.0,101.0,0.0
1672166,2015,4,17,5,EV,4435,N12175,LBB,DEN,1414,,,,,91.0,,,456,,,1445,,,0,1,B,,,,,
2967674,2015,7,5,7,WN,2157,N739GB,SJC,SAN,2240,2235.0,-5.0,8.0,2243.0,85.0,77.0,65.0,417,2348.0,4.0,5,2352.0,-13.0,0,0,,,,,,
1379777,2015,3,30,1,UA,493,N651UA,EWR,ORD,1445,1441.0,-4.0,27.0,1508.0,151.0,139.0,110.0,719,1558.0,2.0,1616,1600.0,-16.0,0,0,,,,,,
758720,2015,2,19,4,UA,416,N834UA,ORD,PIT,1950,2111.0,81.0,13.0,2124.0,85.0,72.0,54.0,413,2318.0,5.0,2215,2323.0,68.0,0,0,,0.0,0.0,0.0,52.0,16.0
5329478,2015,11,30,1,F9,706,N941FR,MSY,ATL,1130,1421.0,171.0,9.0,1430.0,85.0,70.0,54.0,425,1624.0,7.0,1355,1631.0,156.0,0,0,,7.0,0.0,12.0,137.0,0.0
3558755,2015,8,9,7,B6,804,N534JB,SJU,JFK,2006,2040.0,34.0,12.0,2052.0,233.0,221.0,204.0,1598,16.0,5.0,2359,21.0,22.0,0,0,,0.0,0.0,7.0,15.0,0.0
1270298,2015,3,23,1,DL,746,N315US,ATL,CLT,1935,1935.0,0.0,18.0,1953.0,77.0,64.0,38.0,226,2031.0,8.0,2052,2039.0,-13.0,0,0,,,,,,
1158490,2015,3,17,2,AA,1534,N4XUAA,PDX,DFW,600,549.0,-11.0,13.0,602.0,223.0,220.0,194.0,1616,1116.0,13.0,1143,1129.0,-14.0,0,0,,,,,,
5494723,2015,12,10,4,DL,1956,N915AT,ATL,TRI,2212,2209.0,-3.0,17.0,2226.0,64.0,54.0,35.0,227,2301.0,2.0,2316,2303.0,-13.0,0,0,,,,,,
1860730,2015,4,29,3,AA,159,N635AA,SFO,DFW,1035,1029.0,-6.0,17.0,1046.0,206.0,204.0,181.0,1464,1547.0,6.0,1601,1553.0,-8.0,0,0,,,,,,
3255857,2015,7,22,3,WN,889,N634SW,BWI,MCO,2115,2147.0,32.0,15.0,2202.0,130.0,125.0,105.0,787,2347.0,5.0,2325,2352.0,27.0,0,0,,0.0,0.0,27.0,0.0,0.0
5339310,2015,11,30,1,WN,1344,N651SW,STL,OKC,2200,2159.0,-1.0,9.0,2208.0,95.0,95.0,81.0,462,2329.0,5.0,2335,2334.0,-1.0,0,0,,,,,,
722892,2015,2,17,2,AS,37,N619AS,MSP,SEA,1630,1618.0,-12.0,9.0,1627.0,225.0,213.0,198.0,1399,1745.0,6.0,1815,1751.0,-24.0,0,0,,,,,,
5239003,2015,11,24,2,MQ,3591,N617MQ,HOU,DFW,1104,1102.0,-2.0,14.0,1116.0,76.0,82.0,49.0,247,1205.0,19.0,1220,1224.0,4.0,0,0,,,,,,
4000889,2015,9,6,7,DL,969,N838DN,TPA,ATL,830,823.0,-7.0,10.0,833.0,95.0,79.0,66.0,406,939.0,3.0,1005,942.0,-23.0,0,0,,,,,,
3807732,2015,8,24,1,UA,1976,N33266,PHX,EWR,2222,2235.0,13.0,12.0,2247.0,278.0,260.0,239.0,2133,546.0,9.0,600,555.0,-5.0,0,0,,,,,,
4724804,2015,10,22,4,B6,842,N564JB,14685,12478,1130,1126.0,-4.0,11.0,1137.0,121.0,127.0,107.0,718,1324.0,9.0,1331,1333.0,2.0,0,0,,,,,,
232054,2015,1,16,5,DL,1775,N921AT,JAN,ATL,600,558.0,-2.0,28.0,626.0,84.0,92.0,52.0,341,818.0,12.0,824,830.0,6.0,0,0,,,,,,
5020809,2015,11,10,2,AA,420,N802AW,SEA,PHX,1135,1127.0,-8.0,18.0,1145.0,163.0,162.0,138.0,1107,1503.0,6.0,1518,1509.0,-9.0,0,0,,,,,,
4827436,2015,10,28,3,AA,2455,N878AA,11298,12892,2210,2205.0,-5.0,23.0,2228.0,206.0,193.0,165.0,1235,2313.0,5.0,2336,2318.0,-18.0,0,0,,,,,,
2937220,2015,7,3,5,EV,5429,N860AS,ATL,MLU,1950,1950.0,0.0,16.0,2006.0,94.0,91.0,71.0,448,2017.0,4.0,2024,2021.0,-3.0,0,0,,,,,,
2007419,2015,5,8,5,WN,3919,N7743B,FLL,BWI,1035,1030.0,-5.0,19.0,1049.0,160.0,152.0,128.0,925,1257.0,5.0,1315,1302.0,-13.0,0,0,,,,,,
1825354,2015,4,27,1,EV,3941,N11164,ORD,SDF,820,813.0,-7.0,25.0,838.0,78.0,82.0,52.0,287,1030.0,5.0,1038,1035.0,-3.0,0,0,,,,,,
954950,2015,3,4,3,AS,436,N319AS,PDX,LAX,1330,1324.0,-6.0,15.0,1339.0,130.0,139.0,111.0,834,1530.0,13.0,1540,1543.0,3.0,0,0,,,,,,
5646390,2015,12,20,7,AA,1829,N180US,CLT,TPA,1750,1803.0,13.0,10.0,1813.0,100.0,90.0,72.0,507,1925.0,8.0,1930,1933.0,3.0,0,0,,,,,,
5484253,2015,12,10,4,EV,5039,N730EV,LGA,GSO,1042,1116.0,34.0,43.0,1159.0,126.0,115.0,69.0,461,1308.0,3.0,1248,1311.0,23.0,0,0,,0.0,0.0,23.0,0.0,0.0
1648381,2015,4,16,4,DL,104,N836DN,ATL,BOS,725,732.0,7.0,21.0,753.0,149.0,150.0,123.0,946,956.0,6.0,954,1002.0,8.0,0,0,,,,,,
3897879,2015,8,30,7,UA,495,N803UA,PHX,IAH,1545,1544.0,-1.0,10.0,1554.0,155.0,157.0,131.0,1009,2005.0,16.0,2020,2021.0,1.0,0,0,,,,,,
1795285,2015,4,25,6,OO,4987,N108SY,BOI,ORD,815,808.0,-7.0,10.0,818.0,211.0,246.0,218.0,1437,1256.0,18.0,1246,1314.0,28.0,0,0,,28.0,0.0,0.0,0.0,0.0
1963411,2015,5,5,2,B6,327,N639JB,EWR,MCO,1700,1654.0,-6.0,19.0,1713.0,164.0,165.0,139.0,937,1932.0,7.0,1944,1939.0,-5.0,0,0,,,,,,
5278875,2015,11,27,5,MQ,3334,N530MQ,LIT,ORD,912,911.0,-1.0,15.0,926.0,116.0,102.0,77.0,552,1043.0,10.0,1108,1053.0,-15.0,0,0,,,,,,
3784984,2015,8,23,7,WN,2514,N229WN,OAK,PHX,1540,1609.0,29.0,8.0,1617.0,115.0,111.0,90.0,646,1747.0,13.0,1735,1800.0,25.0,0,0,,0.0,0.0,10.0,15.0,0.0
5739364,2015,12,26,6,AA,659,N914UY,DCA,LAS,2045,2123.0,38.0,16.0,2139.0,332.0,296.0,272.0,2089,2311.0,8.0,2317,2319.0,2.0,0,0,,,,,,
2989507,2015,7,7,2,UA,1779,N33266,EWR,SJU,902,916.0,14.0,42.0,958.0,243.0,248.0,200.0,1608,1318.0,6.0,1305,1324.0,19.0,0,0,,5.0,0.0,14.0,0.0,0.0
2256860,2015,5,23,6,US,2028,N837AW,CLT,RIC,1745,1745.0,0.0,11.0,1756.0,64.0,50.0,37.0,257,1833.0,2.0,1849,1835.0,-14.0,0,0,,,,,,
4165718,2015,9,16,3,WN,2595,N783SW,SFO,LAX,2200,2221.0,21.0,14.0,2235.0,85.0,68.0,49.0,337,2324.0,5.0,2325,2329.0,4.0,0,0,,,,,,
2547450,2015,6,10,3,DL,2142,N340NB,ATL,EWR,1625,1625.0,0.0,14.0,1639.0,147.0,126.0,105.0,746,1824.0,7.0,1852,1831.0,-21.0,0,0,,,,,,
1703595,2015,4,19,7,MQ,3085,N609MQ,IND,ORD,1618,1604.0,-14.0,17.0,1621.0,71.0,68.0,42.0,177,1603.0,9.0,1629,1612.0,-17.0,0,0,,,,,,
4188957,2015,9,18,5,DL,2387,N961DN,DAB,ATL,1125,1119.0,-6.0,7.0,1126.0,90.0,70.0,56.0,366,1222.0,7.0,1255,1229.0,-26.0,0,0,,,,,,
177060,2015,1,12,1,OO,5185,N912SW,IDA,DEN,1318,1400.0,42.0,8.0,1408.0,92.0,100.0,76.0,458,1524.0,16.0,1450,1540.0,50.0,0,0,,8.0,0.0,0.0,42.0,0.0
773078,2015,2,20,5,DL,2008,N929DN,DEN,MSP,1745,1758.0,13.0,51.0,1849.0,116.0,145.0,91.0,680,2120.0,3.0,2041,2123.0,42.0,0,0,,29.0,0.0,12.0,1.0,0.0
5314347,2015,11,29,7,UA,770,N24211,EWR,IAH,1401,1356.0,-5.0,11.0,1407.0,237.0,236.0,215.0,1400,1642.0,10.0,1658,1652.0,-6.0,0,0,,,,,,
3148400,2015,7,16,4,OO,5631,N979SW,DEN,FSD,1446,1437.0,-9.0,21.0,1458.0,95.0,95.0,69.0,483,1707.0,5.0,1721,1712.0,-9.0,0,0,,,,,,
582766,2015,2,8,7,AS,633,N569AS,PHX,SEA,1505,1459.0,-6.0,21.0,1520.0,180.0,175.0,149.0,1107,1649.0,5.0,1705,1654.0,-11.0,0,0,,,,,,
3660152,2015,8,15,6,DL,1801,N603AT,DTW,MEM,2100,2055.0,-5.0,10.0,2105.0,115.0,94.0,80.0,610,2125.0,4.0,2155,2129.0,-26.0,0,0,,,,,,
3465757,2015,8,4,2,MQ,3087,N640MQ,MHK,DFW,1105,1104.0,-1.0,13.0,1117.0,88.0,87.0,66.0,431,1223.0,8.0,1233,1231.0,-2.0,0,0,,,,,,
888699,2015,2,28,6,DL,341,N6709,SJU,ATL,815,808.0,-7.0,13.0,821.0,235.0,225.0,205.0,1547,1046.0,7.0,1110,1053.0,-17.0,0,0,,,,,,
3616853,2015,8,13,4,AA,612,N162UW,SAN,PHX,955,954.0,-1.0,16.0,1010.0,78.0,77.0,51.0,304,1101.0,10.0,1113,1111.0,-2.0,0,0,,,,,,
1767804,2015,4,23,4,US,814,N963UW,MSP,PHL,1350,1400.0,10.0,9.0,1409.0,158.0,148.0,132.0,980,1721.0,7.0,1728,1728.0,0.0,0,0,,,,,,
4598207,2015,10,14,3,AA,2528,N007AA,11298,13244,1215,1243.0,28.0,15.0,1258.0,94.0,84.0,65.0,431,1403.0,4.0,1349,1407.0,18.0,0,0,,0.0,0.0,18.0,0.0,0.0
2501243,2015,6,7,7,F9,1244,N214FR,SFO,ORD,2225,18.0,113.0,12.0,30.0,245.0,259.0,240.0,1846,630.0,7.0,430,637.0,127.0,0,0,,97.0,0.0,24.0,6.0,0.0
3175166,2015,7,18,6,AA,300,N4XYAA,TUS,ORD,710,710.0,0.0,13.0,723.0,209.0,196.0,174.0,1437,1217.0,9.0,1239,1226.0,-13.0,0,0,,,,,,
680530,2015,2,14,6,DL,1766,N936DL,ATL,FNT,2056,2054.0,-2.0,11.0,2105.0,120.0,127.0,110.0,645,2255.0,6.0,2256,2301.0,5.0,0,0,,,,,,
4081557,2015,9,11,5,AS,6,N558AS,LAX,DCA,1240,1233.0,-7.0,21.0,1254.0,317.0,302.0,277.0,2311,2031.0,4.0,2057,2035.0,-22.0,0,0,,,,,,
5338180,2015,11,30,1,DL,348,N372DA,SJU,JFK,2013,2001.0,-12.0,12.0,2013.0,239.0,229.0,207.0,1598,2240.0,10.0,2312,2250.0,-22.0,0,0,,,,,,
1333556,2015,3,27,5,MQ,2968,N512MQ,STL,ORD,1555,1552.0,-3.0,12.0,1604.0,95.0,70.0,47.0,258,1651.0,11.0,1730,1702.0,-28.0,0,0,,,,,,
5647569,2015,12,20,7,WN,2020,N225WN,BOS,MDW,1905,1928.0,23.0,14.0,1942.0,175.0,162.0,142.0,861,2104.0,6.0,2100,2110.0,10.0,0,0,,,,,,
2137757,2015,5,16,6,MQ,3067,N658MQ,ORD,FNT,1150,1145.0,-5.0,21.0,1206.0,68.0,58.0,35.0,223,1341.0,2.0,1358,1343.0,-15.0,0,0,,,,,,
230936,2015,1,15,4,EV,4153,N34111,IAH,TUS,2105,2104.0,-1.0,15.0,2119.0,169.0,171.0,142.0,936,2241.0,14.0,2254,2255.0,1.0,0,0,,,,,,
1501876,2015,4,7,2,US,2144,N967UW,DCA,LGA,700,651.0,-9.0,26.0,717.0,79.0,77.0,44.0,214,801.0,7.0,819,808.0,-11.0,0,0,,,,,,
5520578,2015,12,12,6,WN,3775,N7728D,DAL,SAN,1650,1757.0,67.0,9.0,1806.0,190.0,182.0,169.0,1182,1855.0,4.0,1800,1859.0,59.0,0,0,,0.0,0.0,0.0,59.0,0.0
2658286,2015,6,17,3,US,1772,N923US,CLT,DFW,914,921.0,7.0,14.0,935.0,153.0,173.0,150.0,936,1105.0,9.0,1047,1114.0,27.0,0,0,,20.0,0.0,5.0,2.0,0.0
6520,2015,1,1,4,UA,716,N589UA,SFO,JFK,1325,1324.0,-1.0,21.0,1345.0,330.0,333.0,299.0,2586,2144.0,13.0,2155,2157.0,2.0,0,0,,,,,,
896838,2015,2,28,6,WN,2838,N289CT,JAX,BWI,1750,1749.0,-1.0,9.0,1758.0,110.0,103.0,86.0,663,1924.0,8.0,1940,1932.0,-8.0,0,0,,,,,,
3798735,2015,8,24,1,DL,845,N908DE,PBI,ATL,1230,1226.0,-4.0,12.0,1238.0,112.0,102.0,78.0,545,1356.0,12.0,1422,1408.0,-14.0,0,0,,,,,,
3134856,2015,7,15,3,B6,95,N506JB,BOS,PDX,1828,1828.0,0.0,22.0,1850.0,367.0,362.0,336.0,2537,2126.0,4.0,2135,2130.0,-5.0,0,0,,,,,,
2885726,2015,6,30,2,EV,2683,N687JS,MLU,DFW,1758,1752.0,-6.0,9.0,1801.0,79.0,89.0,56.0,293,1857.0,24.0,1917,1921.0,4.0,0,0,,,,,,
385867,2015,1,26,1,EV,2569,N879AS,DFW,LIT,1155,1207.0,12.0,12.0,1219.0,67.0,62.0,45.0,304,1304.0,5.0,1302,1309.0,7.0,0,0,,,,,,
1012593,2015,3,8,7,DL,986,N938DL,ATL,LGA,745,744.0,-1.0,16.0,800.0,125.0,129.0,103.0,762,943.0,10.0,950,953.0,3.0,0,0,,,,,,
4623025,2015,10,15,4,UA,3,N37263,12266,11697,2045,2131.0,46.0,21.0,2152.0,151.0,140.0,115.0,966,47.0,4.0,16,51.0,35.0,0,0,,0.0,0.0,0.0,35.0,0.0
381979,2015,1,26,1,OO,4701,N802SK,LAX,SMF,805,801.0,-4.0,28.0,829.0,93.0,98.0,60.0,373,929.0,10.0,938,939.0,1.0,0,0,,,,,,
825492,2015,2,24,2,OO,5485,N969SW,COS,DEN,930,924.0,-6.0,25.0,949.0,60.0,58.0,21.0,73,1010.0,12.0,1030,1022.0,-8.0,0,0,,,,,,
5195622,2015,11,21,6,WN,775,N280WN,RNO,LAS,1055,1052.0,-3.0,6.0,1058.0,75.0,67.0,52.0,345,1150.0,9.0,1210,1159.0,-11.0,0,0,,,,,,
1915446,2015,5,2,6,WN,2537,N259WN,LGA,DEN,1645,1655.0,10.0,14.0,1709.0,280.0,233.0,213.0,1620,1842.0,6.0,1925,1848.0,-37.0,0,0,,,,,,
1388144,2015,3,31,2,UA,1458,N38446,ORD,DFW,629,638.0,9.0,12.0,650.0,161.0,128.0,109.0,802,839.0,7.0,910,846.0,-24.0,0,0,,,,,,
3039705,2015,7,10,5,OO,3005,N886AS,PHX,YUM,721,713.0,-8.0,28.0,741.0,57.0,69.0,35.0,160,816.0,6.0,818,822.0,4.0,0,0,,,,,,
3300423,2015,7,25,6,OO,3446,N215AG,SEA,ONT,1430,1424.0,-6.0,18.0,1442.0,165.0,153.0,132.0,956,1654.0,3.0,1715,1657.0,-18.0,0,0,,,,,,
856044,2015,2,26,4,WN,695,N282WN,RNO,SAN,800,758.0,-2.0,7.0,805.0,90.0,74.0,64.0,488,909.0,3.0,930,912.0,-18.0,0,0,,,,,,
5129081,2015,11,17,2,UA,559,N817UA,IAH,SLC,916,916.0,0.0,82.0,1038.0,204.0,288.0,202.0,1195,1300.0,4.0,1140,1304.0,84.0,0,0,,84.0,0.0,0.0,0.0,0.0
21944,2015,1,2,5,HA,36,N590HA,HNL,PHX,1305,1426.0,81.0,20.0,1446.0,355.0,347.0,323.0,2917,2309.0,4.0,2200,2313.0,73.0,0,0,,0.0,0.0,0.0,0.0,73.0
331061,2015,1,22,4,UA,368,N853UA,ORD,PHL,1614,1610.0,-4.0,17.0,1627.0,125.0,104.0,84.0,678,1851.0,3.0,1919,1854.0,-25.0,0,0,,,,,,
930003,2015,3,2,1,EV,6050,N11181,ORD,CLT,2105,2106.0,1.0,13.0,2119.0,110.0,95.0,75.0,599,2334.0,7.0,2355,2341.0,-14.0,0,0,,,,,,
1542619,2015,4,9,4,WN,2162,N618WN,LAS,OMA,1425,1432.0,7.0,11.0,1443.0,155.0,147.0,132.0,1099,1855.0,4.0,1900,1859.0,-1.0,0,0,,,,,,
84550,2015,1,6,2,WN,2193,N937WN,MDW,STL,1100,1129.0,29.0,6.0,1135.0,65.0,51.0,42.0,251,1217.0,3.0,1205,1220.0,15.0,0,0,,0.0,0.0,15.0,0.0,0.0
603894,2015,2,9,1,DL,2268,N900DE,ATL,MEM,2030,2056.0,26.0,17.0,2113.0,84.0,80.0,59.0,332,2112.0,4.0,2054,2116.0,22.0,0,0,,0.0,0.0,22.0,0.0,0.0
4530570,2015,10,10,6,DL,2404,N392DA,14679,12478,630,629.0,-1.0,22.0,651.0,326.0,341.0,311.0,2446,1502.0,8.0,1456,1510.0,14.0,0,0,,,,,,
3070774,2015,7,12,7,DL,891,N908DL,MIA,ATL,630,626.0,-4.0,17.0,643.0,115.0,108.0,85.0,594,808.0,6.0,825,814.0,-11.0,0,0,,,,,,
711423,2015,2,16,1,EV,5005,N607LR,ATL,GNV,2201,2201.0,0.0,16.0,2217.0,72.0,69.0,50.0,300,2307.0,3.0,2313,2310.0,-3.0,0,0,,,,,,
2584108,2015,6,12,5,US,2037,N713UW,PHL,JAX,1815,1812.0,-3.0,43.0,1855.0,146.0,149.0,101.0,742,2036.0,5.0,2041,2041.0,0.0,0,0,,,,,,
732656,2015,2,18,3,OO,6300,N580SW,LAX,PSP,1005,1002.0,-3.0,18.0,1020.0,61.0,63.0,32.0,110,1052.0,13.0,1106,1105.0,-1.0,0,0,,,,,,
4158095,2015,9,16,3,AA,2247,N870AA,PHX,DFW,1330,1330.0,0.0,11.0,1341.0,145.0,132.0,112.0,868,1733.0,9.0,1755,1742.0,-13.0,0,0,,,,,,
88988,2015,1,6,2,DL,2166,N370NW,MCO,LGA,1535,1706.0,91.0,19.0,1725.0,154.0,169.0,123.0,950,1928.0,27.0,1809,1955.0,106.0,0,0,,15.0,0.0,0.0,91.0,0.0
2035674,2015,5,10,7,EV,5077,N147PQ,GNV,ATL,947,942.0,-5.0,12.0,954.0,75.0,69.0,49.0,300,1043.0,8.0,1102,1051.0,-11.0,0,0,,,,,,
4308753,2015,9,26,6,OO,2896,N955SW,RNO,LAX,540,538.0,-2.0,8.0,546.0,95.0,86.0,64.0,391,650.0,14.0,715,704.0,-11.0,0,0,,,,,,
4913156,2015,11,3,2,MQ,3424,N843MQ,CWA,ORD,1431,1420.0,-11.0,8.0,1428.0,69.0,66.0,44.0,213,1512.0,14.0,1540,1526.0,-14.0,0,0,,,,,,
